Title,Worldwide
The Secret of the Gods,"$67,537,798"
Madea's Witness Protection,"$66,899,242"
Beauty and the Beast 2012 3D Release,"$62,767,829"
Astérix and Obélix: God Save Britannia,"$61,319,383"
Evangelion: 3.0 You Can (Not) Redo,"$60,488,344"
Quartet,"$59,520,298"
Rock of Ages,"$59,418,613"
That's My Boy,"$57,719,093"
The Odd Life of Timothy Green,"$56,012,642"
Lawless,"$55,404,159"
End of Watch,"$55,078,146"
Wolf Children,"$55,045,228"
The Three Stooges,"$54,819,301"
The Five-Year Engagement,"$54,169,363"
Red Dawn,"$50,950,296"
Red Tails,"$50,365,498"
"Monsters, Inc. 2012 3D Release","$50,207,820"
HOUBA! On the Trail of the Marsupilami,"$50,146,474"
Tad: The Lost Explorer,"$49,490,859"
A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830"
Trouble with the Curve,"$48,963,137"
Man on a Ledge,"$47,636,031"
A Werewolf Boy,"$46,282,588"
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706"
Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255"
Detective Conan: The Eleventh Striker,"$44,369,456"
House at the End of the Street,"$44,287,131"
The Guilt Trip,"$41,863,726"
Safe,"$41,564,670"
Dredd,"$41,037,742"
La vérité si je mens! 3,"$40,928,635"
Always: Sunset on Third Street '64,"$40,923,305"
Chernobyl Diaries,"$38,390,020"
Killing Them Softly,"$37,930,465"
Rurouni Kenshin Part I: Origins,"$37,654,579"
The Tower,"$36,512,327"
Conquest 1453,"$35,797,045"
Good Deeds,"$35,579,177"
Arbitrage,"$35,485,056"
Welcome to the North,"$34,995,189"
Chimpanzee,"$34,823,764"
Alex Cross,"$34,618,867"
Salmon Fishing in the Yemen,"$34,564,651"
Haywire,"$34,513,760"
Adventures in Zambezia,"$34,428,345"
Cirque du Soleil: Worlds Away,"$34,153,101"
Three Heroes on Distant Shores,"$33,674,759"
2016: Obama's America,"$33,449,086"
The Perks of Being a Wallflower,"$33,384,127"
Lockout,"$32,948,113"
Bait,"$32,813,407"
Part of Me,"$32,726,956"
Nameless Gangster: Rules of the Time,"$32,472,645"
Movie 43,"$32,438,988"
Seven Psychopaths,"$32,226,382"
The Floating Castle,"$31,967,471"
The Neighbors,"$31,949,315"
The Dream Team,"$31,822,402"
What's in a Name?,"$31,303,580"
Joyful Noise,"$31,158,113"
Premium Rush,"$31,083,599"
Playing for Keeps,"$30,962,335"
The Four,"$30,505,808"
The Grand Heist,"$30,158,762"
The Raven,"$29,699,345"
Amour,"$29,652,180"
All About My Wife,"$29,382,038"
Rowdy Rathore,"$29,342,463"
SPEC: Heaven,"$29,023,960"
We Were There: True Love,"$28,876,929"
Bol Bachchan,"$28,775,262"
Deranged,"$28,444,173"
The Master,"$28,258,060"
Hitchcock,"$27,039,669"
Dearest,"$26,723,916"
Architecture 101,"$26,642,354"
Dancing Queen,"$26,411,266"
Lesson of the Evil,"$26,167,224"
Agneepath,"$26,001,696"
Rust and Bone,"$25,807,712"
Head Over Heels 2,"$25,402,893"
On the Other Side of the Tracks,"$25,109,572"
Helter Skelter,"$25,066,699"
The Last Tycoon,"$25,009,914"
Housefull 2,"$24,922,847"
Big Miracle,"$24,719,215"
Sparkle,"$24,637,800"
The Players,"$24,629,152"
Liar Game: Reborn,"$24,549,726"
I Want You,"$23,961,214"
Türkisch für Anfänger,"$23,952,712"
Wanderlust,"$23,812,816"
"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681"
To the Arctic 3D,"$23,695,388"
Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341"
Kon-Tiki,"$22,842,887"
Fall in Love Like a Star,"$22,640,355"
Upside Down,"$22,187,813"
Unbowed,"$22,132,903"
Confession of Murder,"$21,701,525"
StreetDance 2 2012 Re-release,"$21,638,853"
2012 2012 Re-release,"$21,538,353"
Beasts of the Southern Wild,"$21,107,746"
Frozen,"$1,280,802,282"
Iron Man 3,"$1,214,811,252"
Despicable Me 2,"$970,766,005"
The Hobbit: The Desolation of Smaug,"$958,366,855"
The Hunger Games: Catching Fire,"$865,011,746"
Fast & Furious 6,"$788,679,850"
Monsters University,"$743,559,607"
Gravity,"$723,192,705"
Man of Steel,"$668,045,518"
Thor: The Dark World,"$644,783,140"
The Croods,"$587,204,668"
World War Z,"$540,007,876"
Oz the Great and Powerful,"$493,311,825"
Star Trek Into Darkness,"$467,365,246"
The Wolverine,"$414,828,246"
Pacific Rim,"$411,002,906"
The Wolf of Wall Street,"$392,000,694"
G.I. Joe: Retaliation,"$375,740,705"
The Hangover Part III,"$362,000,072"
The Great Gatsby,"$353,641,895"
Now You See Me,"$351,723,989"
The Smurfs 2,"$347,545,360"
The Conjuring,"$319,494,638"
A Good Day to Die Hard,"$304,654,182"
Oblivion,"$286,168,572"
Elysium,"$286,140,700"
Turbo,"$282,570,682"
Cloudy with a Chance of Meatballs 2,"$274,325,949"
Epic,"$268,426,634"
The Lone Ranger,"$260,502,115"
American Hustle,"$251,171,807"
Grown Ups 2,"$246,984,278"
After Earth,"$243,611,982"
Planes,"$239,258,712"
Hansel & Gretel: Witch Hunters,"$226,349,749"
Captain Phillips,"$218,791,811"
Journey to the West,"$205,637,183"
White House Down,"$205,366,737"
Percy Jackson: Sea of Monsters,"$199,850,315"
Jack the Giant Slayer,"$197,687,603"
The Secret Life of Walter Mitty,"$188,133,322"
12 Years a Slave,"$187,733,202"
Lee Daniels' The Butler,"$177,313,795"
Identity Thief,"$173,965,010"
Anchorman 2: The Legend Continues,"$171,464,676"
Olympus Has Fallen,"$170,270,201"
Insidious: Chapter 2,"$161,919,318"
Lone Survivor,"$154,802,912"
Bad Grandpa,"$151,826,547"
47 Ronin,"$151,783,839"
RED 2,"$148,075,565"
Mama,"$146,428,180"
Escape Plan,"$137,328,301"
2 Guns,"$131,940,411"
This Is the End,"$126,041,322"
Ender's Game,"$125,544,024"
Prisoners,"$122,126,687"
Jurassic Park 2013 Re-release,"$118,192,315"
Saving Mr. Banks,"$117,867,984"
Warm Bodies,"$116,980,662"
Personal Tailor,"$116,126,458"
So Young,"$114,926,694"
Free Birds,"$110,387,072"
Gangster Squad,"$105,200,903"
Instructions Not Included,"$100,486,616"
Philomena,"$100,129,872"
Blue Jasmine,"$99,104,804"
Young Detective Dee: Rise of the Sea Dragon,"$98,774,891"
Riddick,"$98,337,295"
Safe Haven,"$97,594,140"
Evil Dead,"$97,542,952"
42,"$97,470,701"
The Mortal Instruments: City of Bones,"$95,396,573"
Rush,"$95,224,595"
Police Story: Lockdown,"$94,249,025"
The Internship,"$93,492,844"
The Purge,"$89,328,627"
Dhoom 3,"$88,031,955"
Pain & Gain,"$87,305,549"
About Time,"$87,100,449"
American Dreams in China,"$87,097,067"
Snowpiercer,"$86,758,912"
Carrie,"$84,790,678"
Finding Mr. Right,"$84,112,033"
The Fighter Pilot,"$82,879,386"
Miracle in Cell No. 7,"$82,101,723"
The Attorney,"$78,547,586"
The Family,"$78,418,811"
Scary Movie V,"$78,378,744"
R.I.P.D.,"$78,324,220"
Tiny Times,"$77,717,014"
Suck Me Shakespeer,"$77,676,735"
The Book Thief,"$76,586,316"
Escape from Planet Earth,"$74,597,643"
August: Osage County,"$74,188,937"
The Best Man Holiday,"$72,835,710"
The Counselor,"$71,009,334"
Sole a catinelle,"$69,903,094"
The Call,"$68,572,631"
One Direction: This Is Us,"$68,532,898"
Stalingrad,"$68,316,452"
Thunder and the House of Magic,"$64,197,205"
The Grandmaster,"$64,076,736"
Side Effects,"$63,414,135"
The Host,"$63,365,859"
Runner Runner,"$62,675,095"
The Face Reader,"$61,559,184"
The Legend of Hercules,"$61,279,452"
Kick-Ass 2,"$60,795,985"
A Haunted House,"$60,159,584"
Beautiful Creatures,"$60,052,138"
Snitch,"$57,824,674"
The Physician,"$57,284,237"
Firestorm,"$55,754,766"
Dallas Buyers Club,"$55,736,588"
A Madea Christmas,"$53,396,635"
Temptation: Confessions of a Marriage Counselor,"$53,143,144"
Delivery Man,"$53,120,346"
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572"
Dragon Ball Z: Battle of Gods,"$50,461,371"
The Berlin File,"$48,972,848"
Her,"$48,517,427"
Homefront,"$48,449,416"
The Last Stand,"$48,330,757"
21 & Over,"$48,065,672"
Texas Chainsaw,"$47,340,586"
Tiny Times 2.0,"$47,289,937"
Switch,"$47,164,301"
The Place Beyond the Pines,"$47,052,899"
Parker,"$46,922,566"
The Big Wedding,"$46,522,137"
Badges of Fury,"$46,495,296"
The World's End,"$46,089,287"
Grudge Match,"$44,907,260"
The White Storm,"$44,670,277"
Tarzan,"$44,095,996"
Secretly Greatly,"$43,447,199"
"The Chef, The Actor, The Scoundrel","$42,970,000"
Doraemon: Nobita's Secret Gadget Museum,"$42,770,271"
Jobs,"$42,128,352"
No Man's Land,"$41,807,712"
Lupin III vs. Detective Conan: The Movie,"$41,397,727"
Yolki 3,"$40,267,368"
Don Jon,"$39,439,355"
Antoine and Sebastian,"$38,719,881"
Cold Eyes,"$37,795,598"
"Like Father, Like Son","$37,170,163"
Detective Conan: Private Eye in the Distant Sea,"$36,324,232"
Dügün Dernek,"$36,185,741"
The Terror Live,"$35,659,824"
Hide and Seek,"$35,461,505"
Blind Detective,"$34,958,596"
Broken City,"$34,737,199"
Inside Llewyn Davis,"$32,935,319"
Les profs,"$32,849,727"
Mud,"$32,613,173"
Midsummer's Equation,"$32,514,549"
Kevin Hart: Let Me Explain,"$32,318,051"
Pokémon,"$32,293,377"
The After-Dinner Mysteries,"$32,160,741"
Underdogs,"$31,775,719"
Spring Breakers,"$31,724,284"
New World,"$31,670,607"
101 Proposals,"$31,283,838"
A Wedding Invitation,"$30,665,036"
Silent Witness,"$29,315,945"
Special ID,"$29,139,936"
Kokowääh 2,"$28,811,936"
The Suspect,"$28,674,130"
The Four 2,"$28,599,970"
The Kiyosu Conference,"$28,338,665"
I Give It a Year,"$28,328,531"
Mandela: Long Walk to Freedom,"$27,985,788"
Dark Skies,"$27,858,103"
Nebraska,"$27,682,872"
The Incredible Burt Wonderstone,"$27,437,881"
Gorko!,"$27,369,902"
Khumba,"$27,187,375"
You're Next,"$26,895,481"
Mr. Go,"$26,835,201"
The Break Up Man,"$26,477,012"
The Way Way Back,"$26,474,920"
We Are the Nobles,"$26,433,651"
The Stolen Years,"$26,249,553"
One Night Surprise,"$26,220,159"
Platinum Data,"$26,052,718"
Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404"
Unbeatable,"$25,816,154"
Man on the Edge,"$25,774,679"
Enough Said,"$25,288,872"
The Last Exorcism Part II,"$25,051,865"
"Me, Myself and Mum","$24,991,467"
Drug War,"$24,676,341"
The Tale of The Princess Kaguya,"$24,434,485"
The Great Beauty,"$24,271,739"
Trance,"$24,261,569"
The Railway Man,"$24,174,885"
Out of Inferno,"$24,109,886"
Bring Happiness Home,"$23,980,000"
Baggage Claim,"$22,871,096"
Transformers: Age of Extinction,"$1,104,054,072"
The Hobbit: The Battle of the Five Armies,"$956,019,788"
Guardians of the Galaxy,"$772,776,600"
Maleficent,"$758,410,378"
The Hunger Games: Mockingjay - Part 1,"$755,356,711"
X-Men: Days of Future Past,"$746,045,700"
Captain America: The Winter Soldier,"$714,421,503"
Dawn of the Planet of the Apes,"$710,644,566"
The Amazing Spider-Man 2,"$708,982,323"
Interstellar,"$677,896,797"
Big Hero 6,"$657,827,828"
How to Train Your Dragon 2,"$621,537,519"
American Sniper,"$547,426,372"
Godzilla,"$524,976,069"
Rio 2,"$498,781,117"
Teenage Mutant Ninja Turtles,"$485,004,754"
The Lego Movie,"$468,060,692"
Lucy,"$458,863,600"
Penguins of Madagascar,"$373,515,621"
Edge of Tomorrow,"$370,541,256"
Gone Girl,"$369,330,363"
Night at the Museum: Secret of the Tomb,"$363,204,635"
Noah,"$359,200,044"
The Maze Runner,"$348,319,861"
300: Rise of an Empire,"$337,580,051"
22 Jump Street,"$331,333,876"
The Fault in Our Stars,"$307,166,834"
Divergent,"$288,885,818"
Paddington,"$282,370,135"
Mr. Peabody & Sherman,"$275,698,039"
Neighbors,"$270,665,134"
Exodus: Gods and Kings,"$268,175,631"
Annabelle,"$257,047,661"
Hercules,"$244,819,862"
RoboCop,"$242,688,965"
The Imitation Game,"$233,555,708"
Non-Stop,"$222,809,600"
Dracula Untold,"$217,124,280"
The Expendables 3,"$214,657,577"
Into the Woods,"$212,902,372"
Fury,"$211,817,906"
Need for Speed,"$203,277,636"
The Other Woman,"$196,710,396"
The Equalizer,"$192,330,738"
Breakup Buddies,"$189,017,596"
Stand by Me Doraemon,"$183,442,714"
Serial (Bad) Weddings,"$176,404,493"
The Monkey King Havoc in Heavens Palace,"$175,835,580"
The Grand Budapest Hotel,"$172,936,941"
Dumb and Dumber To,"$169,837,010"
Into the Storm,"$161,502,194"
Unbroken,"$161,459,297"
The Monuments Men,"$155,641,650"
Ride Along,"$154,468,902"
Planes: Fire & Rescue,"$146,965,787"
The Taking of Tiger Mountain,"$141,654,055"
The Admiral: Roaring Currents,"$138,342,258"
Let's Be Cops,"$138,224,951"
Annie,"$136,853,506"
Jack Ryan: Shadow Recruit,"$135,503,748"
Blended,"$127,994,610"
Sex Tape,"$126,069,509"
The Theory of Everything,"$123,726,688"
The Nut Job,"$120,885,527"
Pompeii,"$117,831,631"
Seventh Son,"$114,178,613"
The Purge: Anarchy,"$111,928,365"
"Dad, Where Are We Going?","$111,870,000"
The Boxtrolls,"$108,255,770"
Horrible Bosses 2,"$107,645,357"
The Breakup Guru,"$106,980,263"
Ouija,"$103,590,271"
Birdman or (The Unexpected Virtue of Ignorance),"$103,215,094"
Transcendence,"$103,039,258"
Heaven Is for Real,"$101,888,019"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$100,654,149"
Tammy,"$100,375,432"
PK,"$100,370,104"
The Continent,"$100,125,957"
The Book of Life,"$99,783,556"
Ode to My Father,"$99,085,291"
Fleet of Time,"$94,244,191"
The Man from Macau,"$93,864,936"
Paranormal Activity: The Marked Ones,"$90,894,962"
The Hundred-Foot Journey,"$89,514,453"
Deliver Us from Evil,"$87,937,815"
A Million Ways to Die in the West,"$87,189,756"
Step Up All In,"$86,165,646"
John Wick,"$86,013,056"
The Judge,"$84,419,388"
Tiny Times 3.0,"$82,320,000"
Gone with the Bullets,"$81,387,479"
Muppets Most Wanted,"$80,383,113"
Spanish Affair,"$78,768,613"
If I Stay,"$78,274,843"
Head Full of Honey,"$78,127,384"
"I, Frankenstein","$76,801,179"
Crimson Peak,"$74,679,822"
My Old Classmate,"$73,052,128"
The Bélier Family,"$72,751,538"
Brick Mansions,"$71,416,730"
Son of God,"$70,829,270"
Think Like a Man Too,"$70,181,428"
Jersey Boys,"$67,647,013"
The Giver,"$66,980,456"
Selma,"$66,787,908"
Beijing Love Story,"$65,842,375"
The House That Never Dies,"$65,220,000"
The Pirates,"$64,858,224"
God's Not Dead,"$64,667,874"
The Pirate Fairy,"$63,998,725"
The Inbetweeners 2,"$63,852,235"
Begin Again,"$63,464,861"
The White Haired Witch of Lunar Kingdom,"$62,515,046"
The Walk,"$61,181,942"
Miss Granny,"$58,940,254"
A Walk Among the Tombstones,"$58,834,384"
Dolphin Tale 2,"$57,824,533"
St. Vincent,"$54,837,234"
No Good Deed,"$54,323,210"
Overheard 3,"$53,493,428"
Supercondriaque,"$53,425,036"
3 Days to Kill,"$53,260,230"
Rurouni Kenshin Part II: Kyoto Inferno,"$52,696,176"
Wild,"$52,501,541"
Magic in the Moonlight,"$51,029,361"
About Last Night,"$50,445,860"
Dearest 2014 Re-release,"$50,000,583"
Whiplash,"$48,982,041"
Chef,"$48,428,048"
Boyhood,"$48,137,666"
Coming Home,"$47,587,984"
Beauty and the Beast,"$47,430,624"
Nightcrawler,"$47,398,992"
Earth to Echo,"$45,681,062"
That Awkward Moment,"$45,640,143"
Love on the Cloud,"$45,386,560"
Oculus,"$44,446,287"
The Great Hypnotist,"$44,077,818"
Kick,"$43,996,483"
Asterix and Obelix: Mansion of the Gods,"$42,830,578"
Thermae Romae II,"$42,473,163"
Bang Bang,"$42,045,981"
Detective Conan: The Sniper from Another Dimension,"$42,028,116"
Rurouni Kenshin Part III: The Legend Ends,"$41,900,000"
"As Above, So Below","$41,898,409"
This Is Where I Leave You,"$41,296,320"
Bears and Lola,"$40,163,675"
The November Man,"$39,661,919"
Recep Ivedik 4,"$39,477,906"
Frank Miller's Sin City: A Dame to Kill For,"$39,407,616"
The Gambler,"$39,280,992"
Samba,"$39,178,695"
Women Who Flirt,"$39,156,132"
Forbidden Kingdom 2014 Re-release,"$38,885,962"
The Best of Me,"$38,609,668"
Million Dollar Arm,"$38,483,455"
The Water Diviner,"$38,176,317"
But Always,"$38,039,248"
Devil's Due,"$36,921,560"
A Most Wanted Man,"$36,233,517"
Kundo: Age of the Rampant,"$35,941,291"
Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,"$35,861,856"
When Marnie Was There,"$34,949,567"
Endless Love,"$34,718,173"
Black & White: The Dawn of Justice,"$34,146,896"
"My Love, Don't Cross That River","$34,012,261"
Don't Go Breaking My Heart 2,"$33,801,759"
Get on Up,"$33,448,971"
Girls,"$33,325,338"
The Crossing,"$32,806,475"
Old Boys: The Way of the Dragon,"$32,800,000"
Tinker Bell and the Legend of the NeverBeast,"$31,836,701"
The Four 3,"$31,521,335"
Tazza: The Hidden Card,"$31,278,476"
Mrs. Brown's Boys D'Movie,"$31,116,264"
Rise of the Legend,"$30,932,534"
Winter's Tale,"$30,800,231"
Wild Tales,"$30,642,704"
When the Game Stands Tall,"$30,138,754"
Draft Day,"$29,824,199"
Big Eyes,"$29,253,166"
The Fatal Encounter,"$29,060,186"
Maya the Bee Movie,"$28,638,603"
Pokémon the Movie: Diancie and the Cocoon of Destruction,"$28,595,105"
The Divine Move,"$27,926,871"
Nicholas on Holiday,"$27,567,832"
Grace of Monaco,"$27,515,247"
Left Behind,"$27,405,896"
Vaterfreuden,"$27,088,817"
A Hard Day,"$26,488,847"
Top Five,"$26,117,471"
Iceman,"$26,033,917"
Meet Miss Anxiety,"$25,948,636"
"Love, Rosie","$25,574,387"
A Haunted House 2,"$25,358,716"
And So It Goes,"$25,312,387"
Kung Fu Jungle,"$24,070,765"
Hot Road,"$22,916,313"
Fading Gigolo,"$22,706,304"
Star Wars: Episode VII - The Force Awakens,"$2,068,223,624"
Jurassic World,"$1,670,400,637"
Furious 7,"$1,515,047,671"
Avengers: Age of Ultron,"$1,402,805,868"
Minions,"$1,159,398,397"
Spectre,"$880,674,609"
Inside Out,"$857,611,174"
Mission: Impossible - Rogue Nation,"$682,714,267"
The Hunger Games: Mockingjay - Part 2,"$658,344,137"
The Martian,"$630,161,890"
Fifty Shades of Grey,"$569,651,467"
Cinderella,"$542,351,353"
The Revenant,"$532,950,503"
Ant-Man,"$519,311,965"
Hotel Transylvania 2,"$474,800,000"
San Andreas,"$473,990,832"
Terminator Genisys,"$440,603,537"
Kingsman: The Secret Service,"$414,351,546"
Monster Hunt,"$387,053,506"
Home,"$386,041,607"
Mad Max: Fury Road,"$374,736,354"
The Good Dinosaur,"$332,207,671"
Taken 3,"$326,479,141"
The SpongeBob Movie: Sponge Out of Water,"$325,186,032"
Maze Runner: The Scorch Trials,"$312,296,056"
The Divergent Series: Insurgent,"$297,002,527"
Pitch Perfect 2,"$287,144,079"
Mojin: The Lost Legend,"$259,368,448"
Lost in Hong Kong,"$256,283,912"
The Peanuts Movie,"$246,233,113"
Pixels,"$244,874,809"
Daddy's Home,"$242,786,137"
Spy,"$235,666,219"
Alvin and the Chipmunks: The Road Chip,"$234,798,636"
Goodbye Mr. Loser,"$228,122,928"
Ted 2,"$215,863,606"
Tomorrowland,"$209,035,668"
Everest,"$203,427,584"
Straight Outta Compton,"$201,634,991"
The Intern,"$194,564,672"
Jian Bing Man,"$186,683,536"
Jupiter Ascending,"$183,887,723"
Creed,"$173,567,581"
Fantastic Four,"$167,882,881"
Bridge of Spies,"$165,478,348"
From Vegas to Macau II,"$163,877,532"
Focus,"$158,762,963"
Goosebumps,"$158,260,952"
Ip Man 3,"$156,954,938"
The Hateful Eight,"$155,760,117"
Monkey King: Hero Is Back,"$153,262,397"
Gods of Egypt,"$150,680,864"
The Last Witch Hunter,"$146,936,910"
Trainwreck,"$140,795,793"
Mr. Six,"$139,191,345"
Point Break,"$133,718,711"
The Big Short,"$133,440,870"
Pan,"$128,388,320"
Detective Chinatown,"$125,842,935"
Wolf Totem,"$125,837,070"
Ride Along 2,"$124,605,297"
Dragon Blade,"$122,593,849"
Magic Mike XXL,"$117,813,057"
Insidious: Chapter 3,"$112,983,889"
Get Hard,"$111,711,453"
The 5th Wave,"$109,906,372"
Paul Blart: Mall Cop 2,"$107,588,225"
Vacation,"$107,228,221"
The Man from U.N.C.L.E.,"$107,045,109"
Chronicles of the Ghostly Tribe,"$106,380,000"
Shaun the Sheep Movie,"$106,209,378"
Sisters,"$105,011,053"
Chappie,"$102,811,889"
Joy,"$101,134,059"
Black Mass,"$99,775,678"
Spotlight,"$98,690,254"
Devil and Angel,"$98,599,942"
The Visit,"$98,450,062"
The Little Prince,"$97,571,250"
Assassination,"$96,119,773"
Poltergeist,"$95,437,994"
Veteran,"$94,393,020"
In the Heart of the Sea,"$93,920,758"
Kill Zone 2,"$93,638,358"
Southpaw,"$91,970,827"
The Second Best Exotic Marigold Hotel,"$85,978,266"
Paper Towns,"$85,512,300"
Sicario,"$84,872,444"
Our Times,"$83,867,493"
Suck Me Shakespeer 2,"$83,027,924"
Hitman: Agent 47,"$82,347,656"
Wolf Warrior,"$81,411,331"
Go Away Mr. Tumor,"$80,606,893"
The Wedding Ringer,"$79,799,880"
Paranormal Activity: The Ghost Dimension,"$78,903,124"
The Left Ear,"$78,015,473"
Tiny Times 4.0,"$77,750,000"
Bajrangi Bhaijaan,"$75,547,184"
War Room,"$73,267,874"
The Transporter Refueled,"$72,629,670"
Run All Night,"$71,561,644"
13 Hours,"$69,411,370"
Running Man,"$68,782,475"
A Violent Prosecutor,"$66,736,633"
The Age of Adaline,"$65,663,276"
Monk Comes Down the Mountain,"$64,455,686"
Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947"
The Danish Girl,"$64,191,523"
The Boy,"$64,188,367"
The Hundred Regiments Offensive,"$63,230,000"
The Longest Ride,"$62,944,815"
Unfriended,"$62,882,090"
Brooklyn,"$62,076,141"
"Dragon Ball Z: Resurrection ""F""","$61,768,190"
Woman in Gold,"$61,619,773"
Krampus,"$61,548,707"
The Perfect Guy,"$60,273,173"
Forever Young,"$59,981,902"
Miss Granny,"$59,396,311"
The Gift,"$58,978,653"
You Are My Sunshine,"$56,640,000"
No Escape,"$54,418,872"
Sinister 2,"$53,329,150"
Detective Conan: Sunflowers of Inferno,"$52,920,296"
Prem Ratan Dhan Payo,"$52,715,771"
The Boy Next Door,"$52,425,855"
The Night Before,"$52,395,996"
Hollywood Adventures,"$52,265,070"
"Yo-kai Watch Movie: It's the Secret of Birth, Meow!","$51,838,845"
Hot Pursuit,"$51,380,201"
The Himalayas,"$50,544,493"
The Boy and the Beast,"$49,714,378"
Surprise,"$49,567,466"
Entourage,"$49,263,404"
The Woman in Black 2: Angel of Death,"$48,854,305"
Concussion,"$48,623,572"
Inside Men,"$47,616,503"
Lie ri zhuo xin,"$47,600,000"
Boonie Bears Winter,"$47,581,416"
Mortdecai,"$47,275,695"
Let's Get Married,"$45,972,724"
Somewhere Only We Know,"$45,737,711"
"McFarland, USA","$45,710,059"
Hero,"$45,565,534"
Still Alice,"$44,779,195"
Max,"$43,967,255"
The DUFF,"$43,709,744"
Legend,"$42,972,994"
The Gallows,"$42,964,410"
Love the Coopers,"$42,426,912"
The Throne,"$42,165,755"
The Lady in the Van,"$41,387,687"
Ricki and the Flash,"$41,325,328"
Ocho apellidos catalanes,"$40,591,862"
Carol,"$40,272,135"
Northern Limit Line,"$40,034,677"
Ex-Files 2: The Backup Strikes Back,"$39,108,291"
Criminal,"$38,803,993"
Boruto: Naruto The Movie,"$38,362,448"
The Lazarus Effect,"$38,356,892"
Chek dou,"$37,938,005"
A Walk in the Woods,"$37,461,274"
Ex Machina,"$36,869,414"
Burnt,"$36,606,743"
The Priests,"$36,577,134"
The New Adventures of Aladdin,"$35,771,820"
Heidi,"$35,755,670"
Room,"$35,401,758"
Lost and Love,"$34,930,177"
Secret in Their Eyes,"$34,854,990"
"Dad, Where Are We Going 2","$34,840,000"
Doraemon: Nobita and the Space Heroes,"$34,811,747"
Steve Jobs,"$34,441,873"
Victor Frankenstein,"$34,227,298"
The Witness,"$33,963,557"
Project Almanac,"$33,213,241"
Dilwale,"$31,994,323"
Suffragette,"$31,972,096"
Self/less,"$31,807,156"
Saving Mr. Wu,"$31,222,161"
Attack on Titan Part 1,"$30,810,658"
A Man Called Ove,"$30,692,889"
Far from the Madding Crowd,"$30,229,977"
Mr. Holmes,"$29,355,203"
Love & Mercy,"$28,641,776"
Flying Colors,"$28,525,563"
Triumph in the Skies,"$28,085,162"
The 33,"$27,972,023"
Bride Wars,"$27,670,000"
Irrational Man,"$27,391,084"
Detective K: Secret of the Lost Island,"$27,387,870"
To the Fore,"$27,267,799"
American Ultra,"$27,262,374"
Orange,"$26,261,536"
Aloha,"$26,250,020"
Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561"
Dügün Dernek 2: Sünnet,"$25,836,668"
Look Who's Back,"$25,513,752"
Serial Teachers 2,"$25,364,150"
Wild City,"$24,817,852"
Captain America: Civil War,"$1,153,296,293"
Rogue One: A Star Wars Story,"$1,056,057,273"
Finding Dory,"$1,028,570,889"
Zootopia,"$1,023,784,195"
The Jungle Book,"$966,550,600"
The Secret Life of Pets,"$875,457,937"
Batman v Superman: Dawn of Justice,"$873,634,919"
Fantastic Beasts and Where to Find Them,"$814,037,575"
Deadpool,"$782,612,155"
Suicide Squad,"$746,846,894"
Doctor Strange,"$677,718,395"
Moana,"$643,331,111"
Sing,"$634,151,679"
Mei ren yu,"$553,810,228"
X-Men: Apocalypse,"$543,934,105"
Kung Fu Panda 3,"$521,170,825"
La La Land,"$447,407,695"
Warcraft,"$439,048,914"
Jason Bourne,"$415,484,914"
Ice Age: Collision Course,"$408,579,038"
Independence Day: Resurgence,"$389,681,935"
Your Name.,"$357,986,087"
The Legend of Tarzan,"$356,700,357"
The Angry Birds Movie,"$352,333,929"
Trolls,"$346,864,462"
Star Trek Beyond,"$343,471,816"
The Great Wall,"$334,933,831"
Now You See Me 2,"$334,897,606"
The Conjuring 2,"$320,392,818"
Resident Evil: The Final Chapter,"$312,242,626"
Dangal,"$303,723,636"
Passengers,"$303,144,152"
Alice Through the Looking Glass,"$299,457,024"
Miss Peregrine's Home for Peculiar Children,"$296,482,446"
Teenage Mutant Ninja Turtles: Out of the Shadows,"$245,623,848"
Sully,"$240,797,623"
Assassin's Creed,"$240,697,856"
Hidden Figures,"$235,956,898"
Ghostbusters,"$229,147,509"
Inferno,"$220,021,259"
Central Intelligence,"$216,972,543"
Bridget Jones's Baby,"$211,952,420"
Me Before You,"$208,314,186"
London Has Fallen,"$205,754,447"
Arrival,"$203,388,186"
The BFG,"$195,243,411"
The Monkey King 2,"$193,678,298"
Bad Moms,"$183,936,074"
Storks,"$183,388,953"
From Vegas to Macau III,"$181,732,879"
Hacksaw Ridge,"$180,563,636"
Allegiant,"$179,246,868"
Operation Mekong,"$173,839,072"
The Girl on the Train,"$173,185,859"
The Huntsman: Winter's War,"$164,989,338"
The Magnificent Seven,"$162,360,636"
Jack Reacher: Never Go Back,"$162,146,076"
Don't Breathe,"$157,830,487"
The Accountant,"$155,160,045"
Lights Out,"$148,868,835"
Time Raiders,"$145,819,137"
